date,a,b,rho,m,sigma
2019-07-01 11:30:00+00:00,0.04623993292348823,0.15935424986038818,-0.8497354956707863,-0.5877780618249255,0.22719937802863258
2019-07-01 12:00:00+00:00,0.024168773397708107,0.273074600764686,-0.8706826917387853,-0.7366305867205736,0.29608962187283605
2019-07-01 12:30:00+00:00,0.032764736668342447,0.18898437406363475,-0.8307165935201061,-0.6556848990952147,0.2988730546221753
2019-07-01 13:00:00+00:00,0.034215684785627684,0.3025703003954411,-0.9024995767718031,-0.7170246861491631,0.2295006275526598
2019-07-01 13:30:00+00:00,0.01732370975932159,4.999118443296739,-0.9930061174915,-0.8835427468135713,0.08058760309326743
2019-07-01 14:00:00+00:00,0.024882138074295384,4.8590141747395705,-0.9938992793762967,-0.8732059642042259,0.07596943056906816
2019-07-01 14:30:00+00:00,0.03118194743090615,4.999968864249567,-0.9947476169939369,-0.8864568887359098,0.07358800029931387
2019-07-01 15:00:00+00:00,-0.027131534733879213,0.48804741083663356,-0.8917638238496483,-0.9999999999999999,0.44237900886839215
2019-07-01 15:30:00+00:00,0.027962081976709345,4.999999654506268,-0.9935296268713811,-0.863789369694485,0.07498639086622719
2019-07-01 16:00:00+00:00,0.008272820620657524,4.999999986420676,-0.9925595297372706,-0.9999999999999999,0.10148816919517872
2019-07-01 16:30:00+00:00,0.02983189383814409,4.999999999999999,-0.9942361609114878,-0.9299113215872022,0.08011958024600599
2019-07-01 17:00:00+00:00,0.017879335191664555,0.841793384016884,-0.960778207837165,-0.9999999999999999,0.2397170033868696
2019-07-01 17:30:00+00:00,0.009344379312466858,0.34676938893907305,-0.8994087450998158,-0.9999999999999999,0.42089440155865054
2019-07-01 18:00:00+00:00,-0.005681378518515761,0.2822469768264634,-0.8556513636890906,-0.9999999999999999,0.5400126139010848
2019-07-01 18:30:00+00:00,0.02131218066239907,4.998758131047097,-0.993961471901688,-0.9999999999999999,0.09366892106209983
2019-07-01 19:00:00+00:00,0.017826860671345382,1.4960266922429066,-0.9788988143719141,-0.9999999999999999,0.17807436207632943
2019-07-01 19:30:00+00:00,0.0013302264632480971,0.24343279542831042,-0.8438327867216217,-0.9999999999999999,0.5406432112465102
2019-07-01 20:00:00+00:00,0.013986169113768966,0.47431259029531603,-0.9306720080330587,-0.9999999999999999,0.3377444056658951
2019-07-01 20:30:00+00:00,0.05679355983355787,0.17874426010895952,-0.9005147236779361,-0.6295324499266544,0.18660602123774547
2019-07-01 21:00:00+00:00,0.0434658813846815,4.997798028605238,-0.9955233945882842,-0.8348335445470899,0.05830830524561485
2019-07-01 21:30:00+00:00,0.06179524279510807,0.1004972304173958,-0.8547581696846511,-0.5278288196603567,0.17760083562198062
2019-07-01 22:00:00+00:00,0.03394991327024795,4.997087718628842,-0.9945426187225685,-0.8881398420272221,0.07012677341351652
2019-07-01 22:30:00+00:00,0.03003401958109991,4.9999966007558,-0.9941353469722717,-0.8940116945571749,0.07454683585682426
2019-07-01 23:00:00+00:00,0.03990860311551072,4.97715916821165,-0.9949685597772288,-0.8316859559396073,0.062074635062839514
2019-07-01 23:30:00+00:00,0.02370911183391331,4.999998626458255,-0.9937831677227147,-0.9622661169942686,0.0824838847014703
